City,Strategy,q,P_q_Official
Dalian,CABS_W3_K30_B5,0.11,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.12,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.13,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.14,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.15,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.16,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.17,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.18,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.19,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.2,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.21,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.22,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.23,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.24,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.25,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.26,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.27,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.28,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.29,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.3,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.31,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.32,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.33,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.34,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.35000000000000003,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.36,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.37,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.38,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.39,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.4,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.41000000000000003,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.42,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.43,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.44,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.45,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.46,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.47000000000000003,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.48,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.49,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.5,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.51,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.52,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.53,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.54,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.55,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.56,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.5700000000000001,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.58,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.59,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.6,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.61,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.62,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.63,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.64,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.65,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.66,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.67,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.68,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.6900000000000001,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.7000000000000001,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.71,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.72,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.73,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.74,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.75,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.76,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.77,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.78,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.79,0.009996324880558618
Dalian,CABS_W3_K30_B5,0.8,0.009996324880558618
