City,Strategy,q,Q_bc_Teammate
Zhengzhou,CABS_LCC_W3_K30_B5,0.5700000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.58,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.59,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.6,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.61,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.62,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.63,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.64,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.65,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.66,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.67,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.68,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.6900000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.7000000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.71,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.72,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.73,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.74,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.75,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.76,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.77,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.78,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.79,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.8,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.81,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.8200000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.8300000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.84,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.85,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.86,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.87,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.88,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.89,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.9,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.91,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.92,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.93,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.9400000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.9500000000000001,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.96,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.97,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.98,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,0.99,0.008295132067234229
Zhengzhou,CABS_LCC_W3_K30_B5,1.0,0.008295132067234229
